state,district,state_id,district_id,phone_1,title,phone_2,last_verified_on,quantity_available,verification_status,resource_type
Karnataka,Bengaluru (Bangalore) Urban,19,283,8220182828,Peenya Industrial Gases Ltd.,,6th May. 12:47 PM,,verified,Cylinder
Haryana,Faridabad,15,204,8700341482,,,,,verified,cylinder
Bihar,Darbhanga,8,95,1234567890,Oxygen - Darbhanga,,,,3rd_party_verified,refill
Karnataka,Vijayapura (Bijapur),19,307,9481631655,Kulkarni Oxygen,,44317,,Verified,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9980099440,Inox Air Products,,44317,,Verified,Cylinder
Chandigarh (UT),Chandigarh,9,125,9004332082,Chaitanya,,,,verified,refill
Uttar Pradesh,Lucknow,35,657,9170818858,,,,,verified,refill
Uttar Pradesh,Varanasi,35,682,9820488641,Satram Gas Pvt. Ltd. Meditech gases Pvt. Ltd.,,05/02/2021 16.29 pm,,Call again,
Assam,Kamrup Metropolitan,7,70,9864931788,The B.M.Healthcare,,,,verified,cylinder
West Bengal,Kolkata,37,707,8017711721,Swapan Kumar Panda,,5/11/2021 11:32:05,Available,Verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9880483513,Gurushree Poorvika Biosciences,,,,verified,
West Bengal,North 24 Parganas,37,711,8240358572,Sudip ghosh ,,5/10/2021 10:54:01,Undetermined,Phone Unreachable,
West Bengal,North 24 Parganas,37,711,9007915501,Unknown,,5/10/2021 22:13:37,Available,Verified,
Chhattisgarh,Raipur,10,148,9300492290,Raipur Hirapur Gurudwara,7415883434,,15 oxygen cylinders,verified,cylinder & concentrator
Gujarat,Vadodara,14,198,7827747427,Home delivery available Nameless,,4/27/2021 14:25:00,,Pending,
West Bengal,South 24 Parganas,37,715,7059564431,no name,,5/10/2021 11:01:48,Undetermined,Call not answered,
Maharashtra,Mumbai City,22,378,9837004798,Universal Gas Company Gowaliya Tank Jain Sangh ,,4/27/2021 14:25:00,,Pending,
West Bengal,Birbhum,37,698,9800192590,Sri Gopal Pharmacy,,5/11/2021 11:26:48,Unavailable,Verified,
West Bengal,North 24 Parganas,37,711,9831514085,Not available,,5/11/2021 11:39:19,Unavailable,Verified,
West Bengal,Kolkata,37,707,98832 24867,Zarar ahmed,,5/10/2021 11:08:29,Undetermined,Call not answered,
West Bengal,Purba Medinipur (East Medinipur),37,713,7364045140,Government,,5/10/2021 11:10:05,Available,Verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845415550,Excelen medical systems,,6th May. 12:43PM,,verified,Cylinder
West Bengal,North 24 Parganas,37,711,7980733913,Suman Kundu,,5/10/2021 11:00:15,Undetermined,Invalid number,
West Bengal,North 24 Parganas,37,711,9748761456,appu da,,5/10/2021 10:58:32,Unavailable,Verified,
Kerala,Thrissur,1,8,9869138005,Shree Mumbai Jain SangathanBhabootmal Jain Krishna Agencies,,5/1/2021 15:50:36,,Pending,
West Bengal,Purulia,37,714,9332544808,O2 supplier,,5/11/2021 11:24:40,Undetermined,Call not answered,
Rajasthan,Jaipur,30,515,9887149619,Dilip Prajapat,,,,Pending ,Cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,080-43370000,Free Oxygen Bank,,44320,,Verified,Cylinder
West Bengal,Kolkata,37,707,9830560234,Hindustan Gases (Beliaghata),,5/11/2021 11:29:59,Undetermined,Phone Unreachable,
Madhya Pradesh,Indore,21,332,9009525222,Yaagesh Rathi ,,4/27/2021 14:28:00,,Available and verified,
Tamil Nadu,Salem,32,555,9044123108,Abdul Saboor Star Surgicals,,5/1/2021 12.29PM,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9742557271,Bangalore Gas Agency,,0.49375,,verified,Cylinder
West Bengal,North 24 Parganas,37,711,9064542568,Sarkar medical (pijush sarkar),,5/10/2021 10:57:12,Undetermined,Call not answered,
Bihar,Patna,8,112,9934716122,T N Singh ,,4/22/2021 12:41:00,,Call again,
Rajasthan,Jaipur,30,515,9886608550,Bentley India Ameria Enterpises,,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,033 2456 4234,Sarada Pharmacy,,5/10/2021 10:52:25,Undetermined,Invalid number,
West Bengal,North 24 Parganas,37,711,9830361704,Gopikaka,,5/11/2021 11:38:16,Available,Verified,
Uttar Pradesh,Kanpur Nagar,35,651,7892718709,Ravi Adarsh chaturvedi,,5/1/2021 18:35:00,,Unavailable but verified,
Telangana,Hyderabad,33,571,9818992173,Saini Medical Gases Oxygen Concentration (no other name given),,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9789493714,Peenya Industrial Gases Pvt Ltd,,6th May 12:49 PM,,verified,Cylinder
Rajasthan,Jaipur,30,515,9987877866,Changesh Multani Shree Hari Gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Karnataka,Mysuru (Mysore),19,300,9483760575,Sri Vinayaka Enterprises,9900348452,44317,,Verified,Cylinder
Rajasthan,Jaipur,30,515,9900562307,"Raja Shehal, Universal Air Products",,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Thane,22,394,9350445559,Karampura Chandan Tex Chem (I) Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7235807158,Pratham Enterprises,,,,unreachable,cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845543677,Southern Gas (Peenya),,6th May. 1:26 PM,,verified,Cylinder
Gujarat,Bhavnagar,14,174,7838240749,Deep 100 Bed Hospital,,4/27/2021 14:25:00,,Pending,
Karnataka,Tumakuru (Tumkur),19,304,96421554978977270000,Abdul Aleem Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9353100200,MP Cylinders,7879228006,"April 23, 2021 11:46 AM",,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,9160990033,Rahim Patel Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Kanpur Dehat,35,650,8810688988,Oxygen Refill,,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Chhattisgarh,Raipur,10,148,7224810051,diler singh ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7676564755,Revaron,,44319,,Verified,Cylinder
Madhya Pradesh,Indore,21,332,9926398845,Sagar,,"April 26, 2021 12:33 AM",,,"Concentrator, Oxygen Concentrator"
Uttar Pradesh,Firozabad,35,636,9374535335,Agrawal Samaj Health Centre-Free Oxygen Maa Vaishno devi,,4/27/2021 14:25:00,,Pending,
Chandigarh (UT),Chandigarh,9,125,8054907631,Shanti Traders,,,,verified,cylinder
Delhi (NCT),New Delhi,12,158,9811065787,Vaibhav Oxygen,9871979337,,,unreachable,refill
Haryana,Hisar,15,207,9821070775,THANE Gupta Industrial Gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9382266778,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Tamil Nadu,Salem,32,555,9409102457, Rajee Gases,,5/1/2021 12.29PM,,Invalid,
Uttar Pradesh,Lucknow,35,657,8182835170,Insaniyat Welfare Society,,,NIL,verified,cylinder
Karnataka,Vijayapura (Bijapur),19,307,7889849186,North End Enterprises,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Andhra Pradesh,Visakhapatnam,5,29,8652283111,"Shree Mahavir Nagar yuvak Mandal, Kandivalli West Puvvada Sri Hari",9821320000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,080-22414271,Siga Gases & Dry Ice,,6th May. 1:23 PM,,verified,Cylinder
Delhi (NCT),New Delhi,12,158,7827364658,Oxygen ,,,,,refill & cylinder
Uttar Pradesh,Agra,35,608,9619089050,NGO,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Ghaziabad,35,638,9115609005,Khalsa Aid Shubham Carbonic,,4/30/2021 18:43pm,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845333356, Jamiat Ulama (Bismillah Nagar),,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Krishnagiri,32,547,79777039139819290000,"DHAVAL BHAI, NISHIT BHAI",,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Bihar,Patna,8,112,9930563063,"DOMBIVALI, DOMBIVALI, KALYAN, VITHALWADI, THAKURLI",,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Ramanagara,19,302,9886608550,Bentley India,,44317,,Verified,Cylinder
Assam,Sivasagar,7,81,7703940131,STAR Special Gases IMT Manesar Assam Air Products Pvt. Ltd.,9873820000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,90666 69967,Manju Oxygen ,,,,verified,concentrator
West Bengal,Kolkata,37,707,9829807900,Guljag Gases Pvt. ltd. Emergency Medical Devices,,4/30/2021 21:45:00,,Call again,
Maharashtra,Nashik,22,383,9416464888,bala sundari gases pvt ltd,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9033884450,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Gujarat,Rajkot,14,194,8708213298,Nameless Madhav Industrial Gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,9998001581,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9824058898,Oxygen Cylinders SAMRAT ASHOK WALKESHWAR,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7860023117,Ketee Welding,9889556666,,,verified,refill & cylinder
Karnataka,Bengaluru (Bangalore) Rural,19,282,9844276111,Ramesh,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Lucknow,35,657,95100173570,Indhra Medical Gases,,,,verified,refill
Uttar Pradesh,Allahabad,35,610,8726630313,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Rural,19,282,98200456638369020000,"GIRISH BHAI, JAWAHAR BHAI",,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Uttar Pradesh,Kanpur Nagar,35,651,9845063166,Pai Air Products Rimjhim Ispat Ltd,,5/1/2021 18:35:00,,Call again,
Telangana,Hyderabad,33,571,9431868325,Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Lucknow,35,657,8090555665,RSS Lucknow,9936307027,,NIL,verified,cylinder
Maharashtra,Ahmednagar,22,362,9820184660,Aashray Seva Kendra Balaji Air Product,9619400000,5/1/2021 21:26:33,,Pending,
Delhi (NCT),New Delhi,12,158,9423782799,Surshil Gases Oxygen Refill,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7600233746,Zalak Vasavada Sawaab Samaj Foundation,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9.81415E+19,Jan Sewa Maruthi Medical,,4/27/2021 2:25pm,,pending (not verified),
Gujarat,Vadodara,14,198,9797004900,Mian Gases Maruti Gases,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9818883337,Rakabganj Gurdwara Covid Care Centre,011 2371 2581,,,verified,concentrator
Uttar Pradesh,Allahabad,35,610,798755526009425200000,Rewa Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Tamil Nadu,Salem,32,555,73095656465,"Chaman gas agency, Dada Nagar Ragavender Gas Agencies",,5/1/2021 12.29PM,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8867314354,Praxair Pvt. Ltd. ,932454843,,,unreachable,refill
Maharashtra,Mumbai City,22,378,98200032479820090000,Shree Vasupujya Swami Shwetambar Jain Mandir,,"April 25, 2021 7:24 PM",,,Oxygen - Refill
Delhi (NCT),New Delhi,12,158,9810425666,R. D. Gases,011 28762086,,,3rd_party_verified,refill
Punjab,Sahibzada Ajit Singh Nagar (Mohali),29,497,9216480333,Hitech Industries Limited,9872100006,,,3rd_party_verified,refill
Delhi (NCT),New Delhi,12,158,9911006015,Devansh Oxygen,7703837172,,,unreachable,refill
Maharashtra,Mumbai City,22,378,9449829060,Gadag Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Telangana,Hyderabad,33,571,9391114386,Oxy-vision medical services jalpalli,,,,3rd_party_verified,refill
Delhi (NCT),New Delhi,12,158,9312255841,Paramount Cryo Gases,9811065787,,,unreachable,refill
Gujarat,Rajkot,14,194,9911052911," Jaditya Gas Agency,Near Kismant Gthiya Raiya Chokdi",,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9866089555,Sri Nidhi Air Products,040 4006 5536,,,3rd_party_verified,refill & cylinder
Haryana,Gurgaon,15,206,8800886263,Oxygen,,,as per required,,cannula kits
Telangana,Hyderabad,33,571,9885611633,"Sri Sai Industrial Gases, Hyderabad",,,,3rd_party_verified,refill & cylinder
Maharashtra,Satara,22,391,9814145420,Amol Mhaske Jan Sewa Trust,9880598624,5/1/2021 13:00:00,,Pending,
Rajasthan,Jaipur,30,515,8048565038,Sarthak Meditech P. Ltd.,,,,3rd_party_verified,refill
Delhi (NCT),New Delhi,12,158,8506058144,Oxygen Can,,,,verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820413439,"Gowaliya Tank Medhire, Anita",,4/30/2021 17:40:00,,Call again,
Maharashtra,Mumbai City,22,378,9885611633,Sri Sai Industrial Gases Pvt. Ltd. Pixel Tech Security (PTSPL Life),,2021-05-01 16:16:00,,Call again,
West Bengal,Kolkata,37,707,033 2396 6911,Gurdwara Behala,,,,unreachable,cylinder & concentrator
Maharashtra,Mumbai City,22,378,9895030269,"Manorama Oxygen SANJAY BHAI, PRITESH BHAI",,4/27/2021 2:25pm  5/1/2021 12:33PM,,Call again,
Delhi (NCT),New Delhi,12,158,9925246679,Oxygen Suppliers ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,6363966613,Jagath,,44319,,Verified,Cylinder
Karnataka,Koppal,19,298,9900256812,MSPL Gases,,44317,,Verified,Cylinder
Rajasthan,Udaipur,30,532,9897633878,Hari gases Adarsh Gases & Techno Industries,,4/27/2021 14:25:00,,Pending,
Gujarat,Rajkot,14,194,9835287776,Santosh Mishra Jaydeep Oxygen,,4/27/2021 14:25:00,,Pending,
Gujarat,Surat,14,200,9448821347,Galaxy Air Products Oxygen Cylinders,8867710000,4/27/2021 14:25:00,,Pending,
Bihar,Buxar,8,94,1234567890,Oxygen - Buxar,,,,3rd_party_verified,refill
Maharashtra,Mumbai City,22,378,9821274770,jayesh bhai,,,,,cylinder
Maharashtra,Mumbai City,22,378,9945333356,"Sageer Ahmed Oxygen center, Banfra - Rajendra",,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Rural,19,282,1127781046,"Satyavadi Raja Harsihchandra Hospital, Near Singhu Border, Narela",,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9964648889,sindhu enterprises,,6th May. 1:25 PM,,verified,Cylinder
Uttarakhand,Dehradun,36,687,7055200067,Sai Pharma,,,,verified,cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9902020425,Universal Oxygen,9900502317,44317,,Verified,Cylinder
Maharashtra,Mumbai City,22,378,8115171287,"Sandeep KUNJBHAI, KAMLESHBHAI, Dhirubhai",,4/27/2021 2:25pm 5/1/2021 12:57PM,,Call again,
Maharashtra,Pune,22,387,94488213478867710000,"Galaxy Air Products, Contact Person: R Tothumuthu",,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9686196643,CNTC,,0.4951388889,,verified,Cylinder
Uttar Pradesh,Lucknow,35,657,8073448944,Arul Kumar ,996440000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7406841226,Siga Gases,,,,verified,Cylinder
West Bengal,Kolkata,37,707,9830328166,Pradip samanta,,"April 25, 2021 12:57 AM",,,
Uttar Pradesh,Agra,35,608,9886637388, Shambavi Gases,,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9434116824,Amit Mondal,,"April 24, 2021 12:51 PM",,,
Maharashtra,Mumbai City,22,378,8850968921,Ashit Golwala ,,,,verified,cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9892356727,Manoj,,44320,,Verified,Cylinder
Uttar Pradesh,Meerut,35,663,7738616027,Veer Foundation NGO Kansal Industrial Gases,,4/27/2021 14:25:00,,Available and verified,
Tamil Nadu,Krishnagiri,32,547,7977703913,"DHAVAL BHAI, NISHIT BHAI Adhiyaman Gases",9819290000,4/27/2021 14:25:00,,Pending,
Assam,Cachar,7,58,9234722214,"Oxygen cylinder and refill availble at kumhrar, near Shivam petrol pump in Patna Assam Air Products Pvt. Ltd.",,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9073562583,Jibandeep oxygen service,,5/10/2021 11:09:22,Undetermined,Call not answered,
Rajasthan,Jaipur,30,515,8700013641,Hemkunt Foundation Raashi Air Products,,4/27/2021 14:25:00,,Pending,
West Bengal,North 24 Parganas,37,711,9674903883,Not available,,5/11/2021 11:30:28,Undetermined,Call not answered,
West Bengal,North 24 Parganas,37,711,033 25767192,Sree Durga Medical Stores,,5/11/2021 11:38:42,Undetermined,Call not answered,
Delhi (NCT),New Delhi,12,158,9810526521,Oxygen ,,,,,refill & cylinder
Uttar Pradesh,Lucknow,35,657,9319882200,"Shyam Oxygen RK OxygenPlot no. 246, Kamlabaad barauliBakshi ka talaab, Chattamil Lucknow",,4/27/2021 14:25:00,,Pending,
West Bengal,North 24 Parganas,37,711,9331030293,Ujjal Biswas,,5/11/2021 11:38:56,Unavailable,Verified,
Delhi (NCT),New Delhi,12,158,8860458460,Abhishek ,,,,verified,cylinder
West Bengal,Howrah,37,704,8013581712,no name,,5/11/2021 11:28:23,Undetermined,Phone Unreachable,
West Bengal,Kolkata,37,707,9832038638,Riya Gas Agency ,,5/11/2021 11:28:33,Unavailable,Verified,
West Bengal,Kolkata,37,707,9007307499,Saikat Kundu,,5/11/2021 11:29:00,Undetermined,Call not answered,
Delhi (NCT),New Delhi,12,158,9910033792,Ganpati Gases,8178783223,,,3rd_party_verified,refill
Andhra Pradesh,Prakasam,5,27,9740272787,Jamia Ghaisul Huda Sasirekha Agencies,,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9123762011,oxygen tollygunge,,5/11/2021 11:29:15,Undetermined,Call not answered,
Haryana,Yamunanagar,15,222,9416158466,santosh hospital,,,,verified,cylinder
West Bengal,Kolkata,37,707,8388030406,no name,,5/11/2021 11:29:48,Undetermined,Call not answered,
Maharashtra,Mumbai City,22,378,9666653907,"Sri Krishna Godavari KAMLESH BHAI, SAPANBHAI",,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9819909946,Tripti gases Oxygen Cylinders,,4/30/2021 21:45:00,,Call again,
West Bengal,Howrah,37,704,9836027699,no name,,5/10/2021 10:44:48,Undetermined,Call not answered,
Tamil Nadu,Coimbatore,32,539,9790942270,VN Medi Gases Sri Venkateshwara Oxygen,,4/27/2021 14:25:00,,Call again,
Maharashtra,Mumbai City,22,378,9724811555,Pranav Oxygen Upen Bhai oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Gorakhpur,35,641,9889629140,Lovely gas company Mayur Gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9481631655,Kulkarni Oxygen Shree Shantinath Shw. Mu. Jain Trust Mandal,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9919977999, Mohta Brothers,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,990995959,Oxygen Suppliers Srinivas,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,9919893022,Kesharwani Electrodes ,,5/1/2021 20:40:00,,Call again,
Gujarat,Surat,14,200,9422045716,Kolhapur Oxygen Pvt. Ltd. Bonny Antala,9561260000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai Suburban,22,379,9821274770,"JAYESH BHAI, DINESH BHAI Will Foundation Borivalli",,4/28/2021 15:28:00,,Available and verified,
Delhi (NCT),North West Delhi,12,161,9717701636,Oxygen store ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7408290732,Oxygen Refill Lucknow,,4/24/2021 17:25:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9789493715,Hoskote Suppliers,,44318,,Verified,Cylinder
Assam,Kamrup Metropolitan,7,70,7521086026,Nameless Assam Air Products Pvt. Ltd.,,4/27/2021 14:25:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7411705113,Jamai Ghaisul Huda and Jamait Ulama,9986147725,"6th May, 12:40 PM",,verified,Cylinder
Bihar,Patna,8,112,7860023111,Ketee Welding Store Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),East Delhi,12,157,9619832823,oxygen,,,,,concentrator
Madhya Pradesh,Indore,21,332,9826500599,rajesh kumar jain,,,as per required,,refill
Maharashtra,Pune,22,387,9810807576,Vinayak Oxygen Tripti gases,,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,9869506630,Dinesh Bhai Smart Solution,,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,9850411738,Bharat Distributers Seth Air Products,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8400118400,Inder & Company Shree Godiji Maharaj Jain Derasar Pedhi,,2021-05-01 15:57,,Call again,
Maharashtra,Thane,22,394,9889843000,Rimjhim Ispat Ltd Satramdas Air Products,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9898068540,100 Bed Hospital Nameless,,4/27/2021 2:25pm,,pending (not verified),
Gujarat,Surat,14,200,9925110106,Aims Oxygen Pvt. Ltd. ABC Distributor,9099160000,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9386094153,Usha Air Products Ltd. Usha Air Products Ltd.,,4/27/2021 14:25:00,,Pending,
Rajasthan,Udaipur,30,532,9104811112,"Jayditya Gas Agency, Near Kismat Gathiya, Raiyya Chookdi Earnest Gases Pvt. Ltd.",,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9990431468,Shariq Husain Nameless,,5/1/2021 13:36:00,,Call again,
Maharashtra,Pune,22,387,9448821347,"Galaxy Air Products, Contact Person: R Tothumuthu -",8867710000,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9328348021,Agrawal Vikas Trust Murali Krishna,,4/27/2021 14:25:00,,Pending,
Maharashtra,Nashik,22,383,7309565645,Harshit Shakya Sunny Industrial Gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,7600027303,Sanrai Med Ind ,,5/1/2021 20:36:00,,Pending,
Bihar,Patna,8,112,9422222875,Sharaddha Air Product Oxygen Cylinders Available for 60k,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Dehat,35,650,98330157188850450000,Shri Tardeo Swetamber Murtipujak Jain Sangh,,"April 25, 2021 7:24 PM",,,Oxygen - Refill
West Bengal,Kolkata,37,707,7947406045,Sridhar Healthcare Solutions,,"April 24, 2021 3:54 PM",Available,,Cylinder
Uttar Pradesh,Mathura,35,661,9701611160,Ravi Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Allahabad,35,610,8726772225,- Prayag Drug agency,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8400118400,Inder & Company,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Kanpur Dehat,35,650,9815221969,Orbit Gases,,"April 25, 2021 7:24 PM",,,Oxygen
Uttar Pradesh,Lucknow,35,657,9343175633, Oxygen,,4/27/2021 14:25:00,,Pending,
Himachal Pradesh,Mandi,16,230,8754479833,SICGIL SOL Ltd.,,"April 25, 2021 7:24 PM",,,Oxygen
Maharashtra,Mumbai City,22,378,9481631655,Kulkarni Oxygen,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use
Delhi (NCT),New Delhi,12,158,8743014143,Saanjh ,9911111313,4/27/2021 14:23:00,,Call again,
Maharashtra,Mumbai City,22,378,8588078964,Kanhaiya Gowaliya Tank,,5/3/2021 16:01:50,,Pending,
Kerala,Palakkad,1,9,8707347003, Arun Oxygen,,5/1/2021 15:49:44,,Pending,
Maharashtra,Pune,22,387,9847374747,Das Air Product ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9769577885,Spec & Cal Gases Pvt Ltd. Contact Person: K Manoharan Shivaji nagar,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9328512995,Zubin Ashara JIGAR BHAI,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9813966556, Murari Gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,8178118344,Sri Sukhmani society ,,4/27/2021 14:28:00,,Call again,
Haryana,Faridabad,15,204,9825449298,Shri Vinayak Speciality ,,4/27/2021 14:25:00,,Pending,
Jharkhand,Ranchi,18,274,7295949177,TULIKA BURMAN ,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9911345563,Superstandard gases ,,4/27/2021 14:28:00,,Call again,
Karnataka,Bengaluru (Bangalore) Rural,19,282,9892190211,AMRUT NAGAR GHATKOPAR WEST,,"April 25, 2021 7:24 PM",,,Oxygen
Karnataka,Bengaluru (Bangalore) Urban,19,283,9819647005,KAMAL BHAI Peenya Industrial Gases,,4/27/2021 14:25:00,,Pending,
Gujarat,Vadodara,14,198,9886867637,Metro Gas Shakti Industrial Gases,,5/1/2021 21:24:15,,Call again,
Assam,Cachar,7,58,8287857886, Shantinath Air Products,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Ujjain,21,359,9847078045,"Arun Oxygen MR 10 Chauraha,",9895030000,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9999652638, Oxygen Cylinder,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8660856709,Mercy helpline,,"April 25, 2021 7:24 PM",,,Oxygen
Delhi (NCT),New Delhi,12,158,9320757537,SSD Gases Pvt. Ltd. Multan Air Products,,5/1/2021 12:26:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820632132,Nameless Drugs Controller Medical Oxygen War Room,,4/30/2021 18:55:00,,Call again,
Telangana,Hyderabad,33,571,9829043416,Earnest Gases Pvt. Ltd. Srinidhi Air Products,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9821342839,Gina Gases Oxygen - Refill,,4/27/2021 14:25:00,,Pending,
Jharkhand,Ranchi,18,274,8409577669,PRATAP SINGH --,,4/27/2021 14:25:00,,Pending,
Maharashtra,Nagpur,22,380,9872100006,Hitech Industries Limited Bhartiya medical,9878800000,5/1/2021 15:54:23,,Pending,
Gujarat,Vadodara,14,198,11,SANJAY GANDHI MEMORIAL HOSPITAL BLOCK U Dev Nandan Gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7985121201,Umang gupta -,7860150000,4/30/2021 18:55:00,,Call again,
Delhi (NCT),New Delhi,12,158,9820132853,KNEW ELECTRIC LOHAR CHAWL Vijay Sharma,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9820420651,Oxygen Cylinders (no other name given) Srinathji Gases,,4/27/2021 14:25:00,,Pending,
