state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,resource_type_1,city,pin_code,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,oxygen_supplier_willing_to_join_WhatsAppBot,Details,Other_comments,resource_type_2,Sales_Renta_Charity,Status,last_verified,Row_ID,Selected_By_User,Verification_Image
Uttar Pradesh,Allahabad,35,610,COVIDFYI,cde28179-d398-4683-a9ea-840fa1e113b3,32,oxygen,7007983072,False,0,0,8,,,Mahendrabhishek Mishra ,,,False,,,25.4569665,81.8395582,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Sangya Mishr,,5/2/2021 17:11:45,,Call again,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,c224b88f-48de-46b1-97da-7388319321d8,407,oxygen,9833122175,False,0,0,8,,,Nitin Oxygen Srikanth V,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Chhattisgarh,Raipur,10,148,COVIDFYI,72512a97-b503-4ab2-b891-29cc334bab7b,234,oxygen,7415883434,False,0,0,8,,,Raipur Hirapur Gurudwara Ranjyot Singh Gill,,,False,,,21.2693262,81.5768156,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Bharath Alur,,4/22/2021 12:43:00,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,fc37a33e-21d9-4a53-a36c-bca8c3f0ae0d,304,oxygen,8726630313,False,0,0,8,,,Oxygen -,,,False,,,,,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,6805ce4a-9776-4fb0-aec7-041cfc4f4919,153,oxygen,9925246679,False,0,0,8,,,Yuva Army - Dipak Shah ,,,False,,,30.900965,75.8572758,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Naman Goyal,,4/27/2021 14:28:00,,Available and verified,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,fb6be4ce-0f2f-478a-9a07-94bccba10bdc,874,oxygen,6289160044,False,0,0,8,,,Tushar Awasthi ,,,False,,,,,,,,Oxygen is available with them.,,Brahamjyot Kaur,,5/1/2021 12:36:00,,Available and verified,,,,,,,,,,,,,,,,,
Haryana,Rewari,15,218,COVIDFYI,1b37cda5-59d4-45f4-a6e7-ececbe682610,1007,oxygen,9023229085,False,0,0,8,,,Nameless Aggrawal Gases & Industries,,,False,,,,,,,,,,Kashish Bulani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Chhattisgarh,Raipur,10,148,COVIDFYI,68962877-2c7a-49df-9c1a-3189eff05e41,994,oxygen,9993455551,False,0,0,8,,,Ricky chawla ,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Aligarh,35,609,COVIDFYI,7c762a57-551f-4117-b1ea-bbee1b245785,31,oxygen,9997229249,False,0,0,8,,,Radha Industrial Gases Radha Industrial Gases,,,False,,,27.9301959,78.1401045,,,,,,Sangya Mishr,,5/2/2021 17:10:29,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Ghaziabad,35,638,COVIDFYI,98af8fad-5ce9-4333-98d1-69e084b48c77,557,oxygen,9871454887,False,0,0,8,,, National Air Products,,,False,,,,,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,8ffa5ed0-da63-4586-8da2-8780fc8db2ad,7,oxygen,9790707896,False,0,0,14,,,Drug Controller Helpline,,Switched off,False,,,,,oxygenblr.in,44324,,,,Shraddha NV,,6 May. 11.54AM,,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Bihar,East Champaran (Motihari),8,96,COVIDFYI,dea190e7-ad7a-4873-96b6-3aef0f3c1b7f,65,oxygen,7004493764,False,0,0,8,,FREE OF COST,Bravo foundation Bravo foundation,,,False,,,26.6268471,84.9219115,,,,,,Kashish Bulani,,4/30/2021 19:23:00,MAX AVAILABLE AT THAT MOMENT,Available and verified,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,96bbaacc-31d8-4960-aff2-947c364fe60b,13,oxygen,9379812525,False,0,0,14,,,Jagadish,No address,Not answering,False,,,,,oxygenblr.in,44330,,,,Mohit M Rao,,6 May. 12.13PM,,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Uttar Pradesh,Varanasi,35,682,COVIDFYI,247b656e-7f6c-47a4-85f4-a2cc06e70e3e,1090,oxygen,9436005525,False,0,0,8,,,BMA Liquid Air Oxygen,,,False,,,,,,,,,,Ameya Bhelonde,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,6578b9c7-69b9-49aa-8010-54d339f50c82,473,oxygen,9910295808,False,0,0,8,,,Prerna Deep Gases,"House No. B-41,Gali No. 7, Dashrath Puri, Dabri, Delhi-110045 Near Jindal Public School",,False,9560330232,,28.6063971,77.0813867,,,,,,Suruchi Suri/ Umang Mathur,,5/1/2021 19:48:45,,Unavailable but verified,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,b8b63ff6-adfe-4526-a900-30c090ed24bb,15,oxygen,8123214140,False,0,0,14,,,Jaimat Ulama,"Shikaripalya, Electronic City, Bengaluru, Karnataka",Call back,False,,560100,,,oxygenblr.in,44332,,,,Mohit M Rao,,6 May. 12.19PM,,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,a9666b98-ab86-49cb-b4bd-bb4b40343b4b,939,oxygen,9930563063,False,0,0,8,,,"DOMBIVALI, DOMBIVALI, KALYAN, VITHALWADI, THAKURLI Vidya Ji",,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,9b5d8fae-3804-43b1-8990-b6245dfa23a6,39,oxygen,9845006380,False,0,0,14,,,Avenue Pharma Distributors,"NO 260/1/36/2C, 2nd Floor, Global Village Road, NR Metro, Pattanagare",Expecting stock in 5-6 days,False,,560098,,,oxygenblr.in,44356,,,,Nikitha L,,"3 May, 16:15 PM",,verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,654c636e-88a2-4305-abed-c15ffc0244b8,95,oxygen,9140301978,False,0,0,8,,,Baba Oxygen ,,,False,,,26.458649,80.3041843,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,sangya Mishr,,5/4/2021 16:55:35,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,1597b908-d35a-4522-815b-052c167697f8,93,oxygen,9621895401,False,0,0,8,,,Murari Gas Service ,,,False,,,26.4146761,80.3358603,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Sangya MIshr,,5/4/2021 16:47:57,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,09353310-2002-415b-966d-1b2e412e1e46,164,oxygen,9930403747,False,0,0,8,,,Salim Rakhangi Phoenix gas,,,False,,,18.989888,72.8229541,,,,,https://www.mohfw.gov.in/pdf/DO&AnnexureAS&MD.pdf,Nidhi Rungta,,4/27/2021 14:28:00,,Available and verified,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,6fe05a23-f1af-49f2-9e24-ea86c6b79229,76,oxygen,9980866619,False,0,0,14,,,nanda kumar,,Not answering,False,,,,,Covid Directory,44323,,nanda kumar,,Anudeep,,44317,,Verified,Cylinder,Bengaluru,,,,,,,No stock,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,5a2cc9db-a85b-4b1c-b56f-78e090aba0ee,33,oxygen,9696941234,False,0,0,8,,,Narayan Gas service 2 ,,,False,,,25.3902815,81.8629792,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Natasha Vakil,,4/22/2021 19:32:00,,Call again,,,,,,,,,,,,,,,,,
Kerala,Palakkad,1,9,COVIDFYI,0c858cd7-1e57-4c75-b0f1-43bf4f55cf33,933,oxygen,9696941234,False,0,0,8,,, Manoj,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,bcceb69e-b47b-4992-8292-8dcf37a5fcfa,35,oxygen,9794758380,False,0,0,8,,,Lions Club ,,,False,,,25.4539723,81.8348832,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Natasha Vakil,,4/22/2021 19:31:00,,Call again,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,6eb8df63-7bfa-4f2c-9179-2851b076b6af,353,oxygen,9902582671,False,0,0,8,,,Deva Apollo Homecare,,,False,,,,,,,,,,Pavan Melukote,,4/30/2021 18:55:00,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,4d9cc510-024a-43fa-a207-a9dceff29c68,301,oxygen,7738789929,False,0,0,8,,,Ravindra Perhat gases,,,False,,,,,,,,,,Shilpi Jain,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Kerala,Ernakulam,1,7,COVIDFYI,eea99e49-0a13-473c-82e3-d54888f8e6d7,685,oxygen,9425601131,False,0,0,8,,, Mananchery Air Product,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,cc96f181-4b96-40f8-9a04-ebcc375ea451,142,oxygen,979470460,False,0,0,8,,,Chand Quereshi ,,,False,,,26.85702,80.905294,,,,,,Natasha Vakil,,4/25/2021 19:35:00,,Call again,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,a26004c7-156c-4233-9c84-79fc9bbff43a,40,oxygen,47107750,False,0,0,8,,,NA -(Whatsapp Chat with an automated bot.) KVN Foundation,,,False,68065385,,12.9798302,77.6066875,,,,,https://kvnfoundation.com/,Puneeth ,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,cea214d5-e206-46db-834a-2494229f7694,198,oxygen,9818936934,False,0,0,8,,,Sawaab Samaj ,,,False,,,28.6539749,77.2203521,,,,DID NOT PICK,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Divyanshu,,4/27/2021 14:33:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,076095af-9bba-4136-8c61-5686c70f5c84,361,oxygen,9837781870,False,0,0,8,,,Bajrang Gases Kaushik's,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Ballari (Bellary),19,280,COVIDFYI,abc5c0ff-f7fd-4d7b-bd12-95834679aa59,315,oxygen,9443969292,False,0,0,8,,,Sri Venkateshwara Oxygen M.S.P.L. Gases,,,False,,,,,,,,,,,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,683fbd18-080d-44fa-8711-686da8fc1edf,663,oxygen,9,False,0,0,8,,,"Oxygen can, 10 I can for Rs. 630 - pickup Shishir Vishvakarma",,,False,,,,,,,,,,Soumya pochiraju,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,cc38f692-22ff-4241-a2c5-44146a2eb620,521,oxygen,9419187356,False,0,0,8,,,Raj Gas Industries ,,,False,,,,,,,,,,Divyanshu / Suhani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,49a584bf-f27a-439c-b331-19112ffbe4bd,854,oxygen,7384073807,False,0,0,8,,," Shree Hirsuri Jain Sangh, NIMESH BHAI, MANISH BHAI,",,,False,,,,,,,,They picked the call but not responded,,Antara Nandy     Vivek S R,,4/27/2021 2:25pm 5/1/2021 12:29PM,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,COVIDFYI,4003bc5d-1e3d-44ad-8213-bccfeea716a5,38,oxygen,9915382021,False,0,0,8,,,Nikhil ,,,False,,,25.4387323,81.788682,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Sangya Mishr,,5/2/2021 17:15:22,,Invalid,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,dddc7b45-dbdd-4ef2-a996-943ab4b9bfb4,665,oxygen,9820501560,False,0,0,8,,,DILIP BHAI Shakti medical,,,False,,,,,,,,,,Soumya pochiraju,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,e3bc7064-181e-4f08-b64b-e6a1a656a2df,216,oxygen,9334101941,False,0,0,8,,,Fehad ,,,False,,,25.6207241,85.1728907,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Bharath Alur,,4/22/2021 12:39:00,,Call again,,,,,,,,,,,,,,,,,
Madhya Pradesh,Bhopal,21,319,COVIDFYI,7dbf538f-4a3e-4f32-a3da-33cbf902b527,43,oxygen,9111371114,False,0,0,8,,,Anshu Aswani ,,,False,,,23.2090017,77.3852103,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Shravan Rao,Not Direct Supplier. Can source cylinder from others,4/27/2021 14:28:00,,Unavailable but verified,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,fece849c-e13f-41cf-9e37-94e5ed14c8df,675,oxygen,8800828228,False,0,0,8,,,Nameless Umang gupta,,,False,,,,,,,,,,Soumya pochiraju,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,1e6e4321-a18a-46e9-8c6e-d6bf97b52d83,169,oxygen,9867118211,False,0,0,8,,,Olive Trust Olive Trust,,,False,,,19.0727836,72.8759036,,,,,,Nidhi Rungta,,4/27/2021 14:30:00,,Available and verified,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,0863a183-4d14-4cc6-a44a-21ba24a8d8e5,115,oxygen,9651777776,False,0,0,8,,,"Purshottam Gas Supplier PNT colony, Raebareli.",,,False,,,26.223559,81.233615,,,,,,Natasha Vakil,,4/24/2021 17:36:00,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,624953f5-6d04-46a4-914a-0a4ebf1932fc,497,oxygen,9821010210,False,0,0,8,,,CHINTAMANI DERASAR GHATKOPAR WEST Vinayak Oxygen,,"Require aadhaar card, INR 10,000/- refundable cheque, doctor prescription/ saturation level. Oxygen is free",False,9768060000,400086,19.0893148,72.9078057,,,,"Require aadhaar card, INR 10,000/- refundable cheque, doctor prescription/ saturation level. Oxygen is free",,Divyanshu / Rashi Agarwala,Cylinder,5/1/2021 12:22:00,,Available and verified,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,72199c27-69b8-440e-861e-3fdc363d2330,391,oxygen,7507993999,False,0,0,8,,,Shivam Oxygen Pvt. Ltd. Jamiat Ulama,,,False,9422220000,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,ce4b9c9d-0121-48d2-af20-37dcdc38febf,414,oxygen,9319032490,False,0,0,8,,,K.c industries Jamiat Ulama (Nagawara),,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,d4c003a3-fed1-450d-b2fa-0d378270afec,700,oxygen,9999869483,False,0,0,8,,,Khadim-E-Insaaniyat Emergency Medical Devices,,,False,,,,,,,,,,Tanushree Sen,,4/30/2021 21:45:00,,Call again,,,,,,,,,,,,,,,,,
Telangana,Hyderabad,33,571,COVIDFYI,eeb2f0f8-150b-47eb-b36e-01773d5512db,585,oxygen,9833780675,False,0,0,8,,,Not specified Asian Surgicals,,,False,,,,,,,,,,Vinti Agarwal,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,cc9840f3-1b4b-4e29-a019-d14bd6a5650f,101,oxygen,8073448944,False,0,0,12,,,NA,,Will be available by second week of May.,False,,,,,Gopal,04/30/21,,,liferesources.in/uttar_pradesh,,,,,verified,concentrator,Bangalore,,,,,,WhatsApped invite,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,5102b1c0-db32-4fcb-95b3-2d8abe378ebd,176,oxygen,9311523606,False,0,0,8,,,Sri Sukhmani society ,,,False,,,28.5751896,77.0687395,,,,Switched Off,,Umang Mathur,,4/27/2021 14:28:00,,Call again,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,85ab0bd5-ba3e-4b07-9aa9-8f9279ebaa8d,133,oxygen,8707342450,False,0,0,8,,,Oxygen Cylinder Kanpur,,,False,,,26.7624776,80.9473391,,,,,,Natasha Vakil,,4/24/2021 17:28:00,,Call again,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,fe061fc0-5b34-4223-83c1-cb6f50a62e27,518,oxygen,6355414456,False,0,0,8,,,Satish ,,,False,,,,,,,,,,Divyanshu / Somya,,5/1/2021 12:10:00,,Call again,,,,,,,,,,,,,,,,,
Goa,South Goa,13,168,COVIDFYI,62ce130b-9c4f-48ea-8db8-ff9c6cf285e8,745,oxygen,8421080567,False,0,0,8,,,oxy99.in The Southern Gas Limited,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,37b55045-10cb-44ba-8a35-66aaf6e9bd9f,14,oxygen,9822033325,False,0,0,8,,,Munjal Mehta Shell n tube,,,False,,,18.485307,73.888249,,,,,https://www.mohfw.gov.in/pdf/DO&AnnexureAS&MD.pdf,Sangya Mishr,,5/1/2021 19:49:50,,Unavailable but verified,,,,,,,,,,,,,,,,,
Madhya Pradesh,Bhopal,21,319,COVIDFYI,0107e889-5636-4d46-a730-98b1392021f1,24,oxygen,9926501861,False,0,0,8,,,Mahendra Agarwal ,,,False,,,23.1764995,77.436686,,,,,,Sangya Mishr,Refill Oxygen Cylinder,5/1/2021 20:07:22,,Available and verified,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,8b818726-8b20-48d8-8c1f-c00be51c599a,780,oxygen,7007797708,False,0,0,8,,,"Barabanki SHANTI NAGAR NEPEANSEA ROAD, MALABAR HIL",,,False,,,,,,,,,,Varun,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,0a64599d-327f-49c6-aa42-c1589dd3b7db,868,oxygen,9944540293,False,0,0,8,,,"National Oxygen Limited JIGNESH BHAI, MIKIN BHAI",,,False,,,,,,,,switched off,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,531fc467-06b9-492a-8c03-0f2ab693a6a8,848,oxygen,9845211419,False,0,0,8,,,Manjunatha Air Products Shree Porwal Jain Sangh Aaradhana Bhavan,,,False,,,,,,,,,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,f4c6e1b5-e1ca-4bb8-b008-cbbdbca570c7,412,oxygen,9394777070,False,0,0,8,,,Coromandal Gas Company ,,,False,9399910000,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,ad780a6f-d2b1-490e-8af2-da7983b18b3e,152,oxygen,9349393693,False,0,0,8,,,Yuva Army - Piyush Bopaliya ,,,False,,,30.9010281,75.8071228,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Naman Goyal,,4/27/2021 14:28:00,,Available and verified,,,,,,,,,,,,,,,,,
Gujarat,Vadodara,14,198,COVIDFYI,040e5c9d-0e20-4b6e-8ce6-363c7caca35c,1081,oxygen,9891332403,False,0,0,8,,,Mohta Brothers Bhagi Laxmi Gases,,,False,,,,,,,,,,Kashish,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,COVIDFYI,3c627f66-642e-4197-8890-7a2f870473a5,734,oxygen,7875443567,False,0,0,8,,,The Southern Gas Limited ,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,9ef1efc6-5711-4ba7-8cff-0906c794e62c,41,oxygen,919886637388,False,0,0,8,,,Poornima dass ,,,False,,,34.7251308,-86.6398951,,,,,,Sangya Mishr,,5/2/2021 17:17:27,,Call again,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,dd2b08a1-5015-4451-9159-fb5a9247ebd1,870,oxygen,9820003247,False,0,0,8,,,"Shree Vasupujya Swami Shwetambar Jain Mandir HARDIK BHAI, DIPESH BHAI",,,False,9820090000,,,,,,,WRONG NUMBER,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,de696fda-ae35-45be-8097-66ebe5d2acc2,331,oxygen,9962522823,False,0,0,8,,,Michael (Area Manager at Philips) Mamoor Oxygen,,,False,,,,,,,,,,Pavan Melukote,,4/30/2021 17:00:00,,Call again,,,,,,,,,,,,,,,,,
Madhya Pradesh,Indore,21,332,COVIDFYI,abcd6380-2cfd-417d-847f-c4d78d311db4,84,oxygen,9425148289,False,0,0,8,,,Piyush ,,,False,,,22.7862434,75.9006841,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Sangya Mishr,,5/4/2021 16:35:31,,Call again,,,,,,,,,,,,,,,,,
Madhya Pradesh,Indore,21,332,COVIDFYI,763cf8f3-a9f6-448e-90fb-91d0c141643f,85,oxygen,9753342164,False,0,0,8,,,Mdcl Oxygen ,,,False,,,22.713675,75.875265,,,,,https://docs.google.com/spreadsheets/d/18sdw0j4-mDr3T-nlBROl3hIwJQta88h16OVbl-zCpQ4/edit#gid=1882793386,Sangya Mishr,,5/4/2021 16:37:34,,Invalid,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,ae43f031-f75d-413e-9144-950c465f305e,945,oxygen,9848365601,False,0,0,8,,,Sasirekha Agencies Ronit Ranjan,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Haryana,Faridabad,15,204,COVIDFYI,199268e0-2fa6-4415-b4df-11383866d2ee,542,oxygen,9443142426,False,0,0,8,,,Kalyan gas Oxygen,,,False,,,,,,,,,,Kashish Bulani,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Telangana,Hyderabad,33,571,COVIDFYI,07c0fb33-7670-4039-ac8a-49b3fa7991be,581,oxygen,9060604633,False,0,0,8,,,Sri Kalika Industrial Gases Liyagath Oxygen,,,False,9060070000,,,,,,,,,Vinti Agarwal,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,9c822def-5f35-4639-903a-0759650a3598,799,oxygen,9986147725,False,0,0,8,,,Jamiat Ulama (Gowripalya) Dr. Vinod Kothari,,Not Responding ,False,,,,,,,,,,Mahesh Chandak,,5/1/2031 6:11:00,,Call again,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,737992dd-2a9b-4438-a19e-023fc54b7363,948,oxygen,9915382021,False,0,0,8,,, S P Verma Medical,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Madhya Pradesh,Singrauli,21,357,COVIDFYI,27d87f16-b57d-4822-aa36-290eb5ff3b0f,1106,oxygen,8971501176,False,0,0,8,,,Kaushik's Rewa Gases,,,False,,,,,,,,,,Shravan Rao,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Haryana,Karnal,15,211,COVIDFYI,f6c47e78-acc4-4fe2-a9c1-2ef437c1e367,99,oxygen,9215600329,False,0,0,8,,,Jitendar Sachdeva ,,,False,9215600328,,29.694538,76.997262,,,,,,Sangya Mishr,,5/4/2021 17:04:15,,Invalid,,,,,,,,,,,,,,,,,
Madhya Pradesh,Bhopal,21,319,COVIDFYI,9ba10f3c-610d-4aa1-acff-5602d4dcb62c,46,oxygen,9425604924,False,0,0,8,,,OP Singh ,,,False,,,23.25143,77.478141,,,,,,Shravan Rao,,4/25/2021 17:49:00,,Call again,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,499d0f3e-f014-49a3-8312-1436b9903524,104,oxygen,7947409772,False,0,0,8,,,Fyrax INDIA Fyrax INDIA,,,False,,,22.5833634,88.3662859,,,,,https://www.justdial.com/Kolkata/Fyrax-INDIA-Opposite-Vidyasar-College-Beadon-Street/033PXX33-XX33-141213134233-A9U7_BZDET?xid=S29sa2F0YSBPeHlnZW4gQ3lsaW5kZXIgRGVhbGVycw==,Sangya Mishr,,5/4/2021 17:17:05,,Call again,,,,,,,,,,,,,,,,,
